7343,Alamo City Party Rents,Alamo City Party Rents,"<p><span style=""font-family: arial, helvetica, sans-serif;"">For all of us, there are once-in-a-lifetime occasions that are so special, they demand a degree of perfection in their observance. At Alamo City Party Rents,&nbsp;we make it our business to make your wedding an unequaled success. Only the best will do and in San Antonio, the best is available at Alamo City Party Rents&nbsp;.<br /> <br /> A wedding doesn't happen every day nor does a 25-year wedding anniversary, an awards banquet honoring special achievement, or a graduation or retirement party. For such occasions, few of us can provide 50 to 500 place settings of china from our own cherished collection nor do we ordinarily keep a champagne fountain tucked away in the attic for parties and special occasions.<br /> <br /> At Alamo City Party Rents, we make it our business to make your wedding or special event an unequaled success. Our services can include providing silver, china, tables, chairs, candelabras, glassware, punch bowls, portable bars and party tents. <br /> <br /> </span>For more information, please call 210-735-6137.</p>",alamocityparty@sbcglobal.net,A Bride-to-be from SanAntonioWeddings.com,alamocityparty@sbcglobal.net,,,,,"Alamo City Party Rents Wedding and Event Rentals in San Antonio, TX","Alamo City  Party Rents, Rentals from top to bottom for your wedding or special event! When special occasions  demand perfection, we deliver.","alamo city party rents, wedding rentals, chairs, tables, silverware, china,  dishes, candelabras, glassware, punch bowls, portable bar, tent, san antonio, tx, alamo city party rentals, wedding rentals, culinary, fountain, cha",2107356137,,NULL,
7344,Alamo City Popcorn,Alamo City Popcorn,"<p>There are so many fun ways to say thank you with our delicious Alamo City Popcorn.</p>
<ul>
<li>Gifts for your out-of-town guests as they arrive in our city.</li>
<li>Thank you gifts for the wedding party</li>
<li>A popcorn bar at your reception</li>
<li>Thank you snack packs for everyone attending</li>
</ul>
<p>No matter how you serve it, everyone loves popcorn. And you're going to love our incredible flavors and fun ideas on how we can help add a little more fun to your wedding celebration.</p>
<p>Stop by and sample our delicious Alamo City Popcorn.&nbsp; Let's talk about your wedding celebration and how we can put a smile on everyone's face.</p>",info@alamocitypopcorn.com,A Bride-to-Be From San Antonio Weddings,info@alamocitypopcorn.com,https://www.facebook.com/AlamoCityPopcorn/,1.44364E+15,https://www.instagram.com/alamocitypopcorn/,,Alamo City Popcorn,It's the perfect gift. Who doesn't love popcorn.  Ideal for gift baskets for out of town guests or a popcorn treat display at your reception.,"Leslie Boulet,",2104550138,,NULL,
7342,Alamo City Dermatology,Alamo Dermatology,"<p>Alamo Dermatology is a state-of-the-art dermatology practice with Dr. Ana T. Sauceda providing the highest quality care for patients. Our services can prepare your skin for your wedding day photos.</p>
<p>Alamo Dermatology offers cutting-edge care and treatment for chronic skin conditions, as well as rejuvenation and restoration treatments like microdermabrasion, chemical peels and BOTOX&reg;, and medical dermatology care including skin cancer screening.</p>
<p>Make sure the bride, her mom and the groom's mom all are camera ready for the big day.</p>
<p>&nbsp;</p>",promotions@saucedadermatology.com,Bride to be San Antonio Weddings,staff@saucedaDerm.com,https://www.facebook.com/SaucedaDermatology/,1.13545E+14,https://www.instagram.com/saucedadermatology/,,"Alamo Dermatology is a state-of-the-art dermatology practice providing the highest quality care for patients in San Antonio, TX, and surrounding counties.","Alamo Dermatology is a state-of-the-art dermatology practice providing the highest quality care for patients. Our services can prepare your skin for your wedding day photos. Alamo Dermatology offers cutting-edge care and treatment for chronic skin conditions, as well as rejuvenation and restoration treatments like microdermabrasion, chemical peels and BOTOXÂ®, and medical dermatology care including skin cancer screening.","Dr. Sauceda, Alamo,Dermatology, skin, care, microdermabrasion, BOTOX, Wedding, skin, treatment",2106108460,,NULL,
7345,Alamo Plants & Petals,Alamo Plants and Petals,"<p><span style=""font-family: arial, helvetica, sans-serif;""><strong>Alamo Plants and Petals</strong> is San Antonio's premier florist for weddings of quality and distinction.<br /> <br /> W</span><span style=""font-family: arial, helvetica, sans-serif;"">e delight in fulfilling the desires of a bride who seeks the exquisite. <br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">From floral settings to the final toss of your bouquet, let us capture the ambience of love and romance on your special day.<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Walk into our ample showroom and experience the sensual esthetic of floral design. <br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Our showroom is carefully structured to greet our visitors with an array of ideas...from your wedding day to gifts. <br /> <br /> </span>For more information, please call 210-828-2628 or visit Alamo Plants and Petals in Alamo Heights.</p>
<p>&nbsp;</p>",annmarie@alamoplantsandpetals.com,A Bride-To-Be from SanAntonioWeddings.com,annmarie@alamoplantsandpetals.com,https://www.facebook.com/alamopandp/,1.45811E+15,,,Alamo Plants and Petals Wedding and Event Florist Alamo Heights San Antonio,Alamo Plants and Petals is San Antonio's premier florist for weddings of quality and distinction. We specialize in making your floral dreams become a reality!,"alamo plants and petals, wedding florist, alamo heights, alamo plants & petals, san antonio, tx, alamo plants and petals, wedding flowers, bouquet, boutonniere, flowers, alamo plants & petals, Sue Paciocco, san antonio, tx,",2108282628,8007769821,,
7346,Ali B. Beauty,Ali B. Beauty,"<h3>HELLO!</h3>
<p>Ali Bisnov is the owner and operator of <strong>Ali B Beauty</strong>, a make up studio focused on the wedding industry, editorial publications, film/tv and high end fashion. Ali is a professionally certified make up artist and licensed cosmetologist. She obtained her cosmetology credentials from Paul Michell The School San Antonio and obtained her make up certification from the prestigious Make Up Designory ( MUD) in Los Angeles, California.</p>
<p>After freelancing in L.A. and working on numerous assignments such as <em>Good Day LA</em>, NYX Cosmetics and the Miss California pageant, just to name a few, Ali was called to the east coast to work for one of the largest and most highly acclaimed bridal make up and hair companies in the mid-Atlantic region. For nearly three years, Ali has made hundreds of brides and bridal parties feel beautiful on that special day.</p>
<p>From a natural airbrush look to a highly glammed look, she has seen and done it all. Aliâ€™s keenly aware of the latest techniques and trends and is equally aware of the ever changing products entering the market â€” all so that you can look your best on your wedding day!</p>
<p>Leave all your worries with Ali and let her transform you into that beautiful bride that you are!!</p>",alibisnovbeauty@gmail.com,Bride to Be from San Antonio Weddings,abisnov@gmail.com,,,https://www.instagram.com/alibisnov_beauty/,,Ali B. Beauty - Wedding Hair & Make Up,Ali B. Beauty - Wedding Hair & Make Up,"Ali B. Beauty, Wedding Hair & Make Up",8304286474,,830-428-6474,
7347,All In The Details Events,All In The Details Events,"<p><span style=""font-size: 12.0pt; line-height: 115%;"">Planning. Styling. Consultations.<br /> <br /> </span></p>
<p><span style=""font-size: 12.0pt; line-height: 115%;"">Whether you&rsquo;re planning a local or destination wedding of any size or a celebration for any type of special occasion, our focus is on your experience and that of your guests.<br /> <br /> </span></p>
<p class=""MsoNormal""><span style=""font-size: 12.0pt; line-height: 115%;"">All you need to do is enjoy your memorable moments. These are the elements you should focus on while we take care of everything else.<br /> <br /> </span></p>
<p class=""MsoNormal""><span style=""font-size: 12.0pt; line-height: 115%;"">It&rsquo;s all about these moments because <a href=""http://www.inthedetailsevents.org"">It&rsquo;s All In The Details. </a>For more information, please call 210-865-6150 or by <a>email</a>.</span></p>",melissa@inthedetailsevents.org,A Bride-to-Be From SanAntonioWeddings.com,melissa@inthedetailsevents.org,https://www.facebook.com/All-In-The-Details-Events-624814447545501/,6.24814E+14,,,All In The Details San Antonio TX,All In the Details Events because we know the beauty is in the details. Let them plan your special event or wedding in San Antonio.,"all in the details events, weddings, all in the details wedding planning, all in the details events, weddings, wedding planning, wedding consulting, all in the details events, wedding consultant, wedding planner, detailed event",2108656150,,NULL,
7348,Allen Farmhaus,Allen Farmhaus,"<p>The Allen Farmhaus | Hitched in the Hay | New Braunfels <!-- META DATA --> <!-- DATA --></p>
<div id=""SITE_CONTAINER"">
<div class=""noop"" data-reactid="".0"" data-santa-version=""1.2254.7"">
<div id=""SITE_ROOT"" class=""SITE_ROOT"" data-reactid="".0.$SITE_ROOT"">
<div id=""masterPage"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot"">
<div id=""PAGES_CONTAINER"" class=""s6"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER"" data-state="""">
<div id=""PAGES_CONTAINERcenteredContent"" class=""s6centeredContent"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1"">
<div id=""PAGES_CONTAINERinlineContent"" class=""s6inlineContent"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1.1"">
<div id=""SITE_PAGES"" class=""s7"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1.1.$SITE_PAGES"">
<div id=""mainPage"" class=""s8"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1.1.$SITE_PAGES.$mainPage"">
<div id=""mainPageinlineContent"" class=""s8inlineContent"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1.1.$SITE_PAGES.$mainPage.1"">
<div id=""comp-ix85oet4"" class=""s1"" data-reactid="".0.$SITE_ROOT.$desktop_siteRoot.$PAGES_CONTAINER.1.1.$SITE_PAGES.$mainPage.1.$comp-ix85oet4"">
<p class=""font_7"">The Allen Farmhaus brings a fresh perspective to vintage charm.&nbsp; Located right outside of the New Braunfels city limits, these 52 acres of rolling hay fields provide an unparalleled backdrop for the perfect wedding.&nbsp; A majestic setting under a historic 300 year old oak tree, a perfectly framed view of the rolling land for miles, and custom made grand sliding barn doors are only a few of the many options for the ideal on site ceremony location.&nbsp; Our reception barn features sliding barn doors throughout the space, providing an unobstructed view straight through the structure. &nbsp;The focus on bringing the outdoors in has never been so perfectly captured</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<p>&nbsp;</p>",info@theallenfarmhaus.com,bride-to-be-San Antonio Weddings Magazine,info@theallenfarmhaus.com,https://www.facebook.com/theallenfarmhaus/,5.2105E+14,https://www.instagram.com/theallenfarmhaus/,,"The Allen Farmhaus wedding venue New Braunfels, TX",The Allen Farmhaus is a New Braunfels wedding venue that offers vintage charm among 52 acres of hay fields. Beautiful barn and wedding chapel.,"Allen Farmhaus, rustic wedding, hill country wedding, New Braunfels wedding venue, barn wedding,",8303583333,,NULL,https://www.sanantonioweddings.com/vt/allenfarmhaus
7349,Allison Jeffers Photography,Allison Jeffers Photography,"<p style=""text-align: center;"">My name is Allison, and I&rsquo;m a wedding photographer and educator! I&rsquo;ve been serving sweet couples for five years, and have been a part of over 100 wedding days! I&rsquo;ve been featured in international publications and recently inducted into The Knot Hall of Fame(it's kind of like winning a Grammy). I truly LOVE getting to know my couples and celebrating with them on their #bestdayever. I&rsquo;m basically your behind-the-scenes bridesmaid with a camera who will probably ugly-cry at your wedding.</p>
<p style=""text-align: center;"">MY PHOTOGRAPHY STYLE?&nbsp;<br />IT&rsquo;S JOYFUL, TIMELESS, AND ROMANTIC&ndash;BUT MOSTLY JOYFUL!</p>
<p style=""text-align: center;"">My goal is to make your day EASY and ENJOYABLE. I love candid moments, you know, when mom is crying in the front row, or when your groom sees you for the first time-but I also love to create beautiful images of couples with light posing involved to make you look your best (don&rsquo;t worry, these won&rsquo;t look like your yearbook pictures)! Your wedding day should be full of joy, love, and lots of laughter, and I think your photos should reflect that.&nbsp;</p>
<p style=""text-align: center;"">&nbsp;</p>",hello@allisonjeffers.com,Brides to be San Antonio,info@allisonjeffersphotography.com,https://www.facebook.com/allisonjeffersphotography/,2.02208E+14,https://www.instagram.com/allisonjeffersphotography/,,Allison Jeffers Photography - Wedding Photography,Allison Jeffers Photography - Wedding Photography,Allison Jeffers Photography - Wedding Photography,8303772222,,NULL,
7350,Aly Am Paperie Invitations & Gifts,Aly Am Paperie Invitations & Gifts,"<p>Weddings, Showers, Anniversaries, Birthdays, Quincea&ntilde;era, Sweet 16&rsquo;s, B'na Mitzvah, Graduation, Retirements or just because, you'll find&nbsp;the &ldquo;perfect&rdquo; invitation with matching day of stationery &amp; printed items custom made just for You!&nbsp;</p>
<p>With a service&nbsp;you can always count on we&rsquo;re committed to&nbsp;creating&nbsp;fresh designs that will make your guest take notice. &nbsp;From the Save the Date right through to the very last thank you card...we strive to design your invitation ensemble that will set the theme of the day &amp; make your guest eager to attend.&nbsp;&nbsp;</p>
<p>Our passion is ensuring that all of the pieces for your special day, from the personal and unique wedding ensemble to the wedding party gifts, are perfectly wrapped up and ready to enjoy when the big day arrives!&nbsp; Stop in today to make your special occasion &hellip;Perfect!</p>
<p><strong><em>Inspired by You, Designed by us&hellip;Celebrating Life&rsquo;s Special Moments, one Event at a time!</em></strong></p>",gretchen@alyampaperie.com,Brides-To-Be-San-Antonio-Weddings-Magazine,gretchen@alyampaperie.com,https://www.facebook.com/AlyAmPaperie/,1.56022E+14,https://www.instagram.com/alyampaperie/,,Aly Am Paperie Invitations & Gifts,Aly Am Paperie Invitations & Gifts - Perfect Bridal Gifts and Invites for Everyone!,Wedding Invites San Antonio,2103758400,,2103758400,
7351,Anna Kay Photography,Anna Kay Photography,"<div class=""sie-about_3 se "" data-sid=""about_3"">
<h1 class=""se-t sie-about_3-text st-m-title st-d-title se-rc"" style=""text-align: center;"">I'm Anna.<br /> So glad you're here!</h1>
</div>
<div class=""sie-about_4 se "" data-sid=""about_4"">
<h3 class=""se-t sie-about_4-text st-m-subheading st-d-subheading se-rc"" style=""text-align: center;"">I'm known for my love of travel, Caramel Lattes, and fresh flowers!</h3>
</div>
<div class=""sie-about_5 se "" data-sid=""about_5"">
<h4 class=""se-t sie-about_5-text st-m-paragraph st-d-paragraph se-rc"" style=""text-align: center;"">Most days you can find me with a camera in one hand, coffee in the other and spending the day with my husband and three kids.&nbsp;<br /><br />I love to photograph weddings [especially destination weddings], couples &amp; families and all the sweet moments that come with life.&nbsp;<br /><br />In my free time you&rsquo;ll find me planning our next vacation or having dance parties in our living room&nbsp;<br /><br />I cannot wait to get to know YOU and help document your beautiful wedding day!&nbsp;<br /><br />Natural light, bright spaces, lots of fresh flowers, long veils and true love are my wedding day favs!</h4>
</div>",info@annakayphotography.net,Brides to Be San Antonio,info@annakayphotography.net,https://www.facebook.com/annakayphotographyllc/,1.21137E+14,www.instagram.com/annakay.photography,,Anna Kay Photography Weddings San Antonio,Anna Kay Photography Weddings San Antonio,Anna Kay Photography Weddings San Antonio,5135826212,,,
7352,Anne Marie's Catering,Anne Marie's Catering,"<p style=""text-align: left;""><span style=""font-family: arial, helvetica, sans-serif;"">Anne Marie's Catering </span>&nbsp;has been serving great food and providing exceptional service since 1992!</p>
<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""font-family: arial, helvetica, sans-serif;""><span style=""font-family: 'Times New Roman';""> <span style=""font-family: arial, helvetica, sans-serif;"">We were recognized previously as the #1 caterer in San Antonio by the S.A. Business Journal's Book of Lists. <br /> </span><br /> <span style=""font-family: arial, helvetica, sans-serif;"">Our attention to customer service continues to broaden with&nbsp;Anne Marie's at Devonshire&nbsp;banquet facilities. We can now offer our brides&nbsp;banquet venue options. <br /> </span><br /> <span style=""font-family: arial, helvetica, sans-serif;"">For the utmost attention to your catering needs and&nbsp;A</span></span><span style=""font-family: arial, helvetica, sans-serif;"">nne Marie's Event Center</span><span style=""font-family: 'Times New Roman';""><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp;banquet facilities, turn to Anne Marie&rsquo;s for all your reception needs.&nbsp;</span></span></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif;""><span style=""font-family: arial, helvetica, sans-serif;""><span style=""font-family: 'Times New Roman';""><span style=""font-family: arial, helvetica, sans-serif;"">We are also a&nbsp;preferred caterer for many of the finest venues in South Texas, including, The Gardens of Old Town in Helotes, Pearl Stable, The Kendall Plantation, and Lost Mission just to mention a few.<br /> <br /> Please contact Matt at 210-545-2249 for more information.<br /><br /></span></span></span></span></p>",annemariescatering@sbcglobal.net,A Bride-to-Be From SanAntonioWeddings.com,annemariescatering@sbcglobal.net,https://www.facebook.com/annemariescatering,2.31683E+14,,,"Anne Marie's Catering Wedding and Event Catering San Antonio, TX",Anne Marie's Catering has been serving great food and providing exceptional service since 1992. Catering your wedding or special event is was they love to do!,"anne maries catering, weddings, san antonio, tx, anne marie's catering, ann marie's catering, wedding caterer, san antonio, tx, catering, wedding caterer, food, san antonio, texas, anne marie's catering, devoshire place, wedding recept",2105452249,,,https://www.sanantonioweddings.com/vt/annemaries
7353,Ara Photography,Ara Photography,"<h4 style=""text-align: left;"">We are photographers of all things but specialize in engagements and weddings in San Antonio, Texas and the Texas Hill Country.&nbsp;Our dream clients are the undeniably <strong><em>crazy in love</em></strong> couples, who appreciate the art of photography. We love&nbsp;what we do and our top priorities are photography and your experience with us. We want to be able to collaborate with you, laugh with you, dance and booty shake with you all in the name of love!. All you need is LOVE&hellip; and the perfect wedding photographer for your special day. &nbsp;&nbsp;<br /><br /><a href=""http://www.araphotography.com"" target=""_blank"">www.araphotography.com</a></h4>
<h5 style=""text-align: center;"">&nbsp;</h5>",info@araphotography.com,A Bride-to-Be From SanAntonioWeddings.com,araphotography@gmail.com,https://www.facebook.com/Araphotographysanantonio,67387495209,www.instagram.com/araphotography_sa/,,"Ara Photography Wedding, Engagement and Bridal Portraits in San Antonio, TX","Ara Photography, Provides a combination of fine arts and photojournalistic style of wedding photography to San Antonio and the Hill Country areas.","ara photography, weddings, bridal portraits, engagement photos, san antonio, tx, ara photography, rocelyn dunston,",2106832795,,2106832795,
7354,Ardore Photography,Ardore Photography,"<div style=""color: #222222; font-family: Arial, Verdana, sans-serif; font-size: 12px; background-color: #ffffff;"">Wedding photojournalism meets artistic beauty...<br /><br />Ardore means passion! And we&rsquo;re passionate about telling your story. From the glance of an adoring groom toward his bride, to the tearful embrace of a father and daughter, we believe it&rsquo;s the smallest moments that make the biggest memories. And it&rsquo;s with that in mind that we&rsquo;ll photograph your wedding in all it&rsquo;s beauty, uniqueness and passion. We&rsquo;re not just documenting a moment, we&rsquo;re telling your&nbsp;story to last a lifetime. What will your story be?<br /><br />Contact Ardore Photography &amp; Video&nbsp;today to find out how we can bring your memories to life for a lifetime!<br /><br /></div>",passion@ardorephoto.com,A Bride-to-Be From SanAntonioWeddings.com,passion@ardorephoto.com,https://www.facebook.com/ArdorePhoto,2.40312E+14,,,"Ardore Photography San Antonio, TX - Wedding, Bridal and Engagement Photograpy","Ardore Photography San Antonio, TX. Specializing in Wedding, Bridal and Engagement Photography. Capturing balance between true photojournalism and artistry.","ardore photography, wedding photographer, www.photogig.com, wedding photography, san antonio, tx, wedding photographer, san antonio, tx, engagement photos, bridal portraits, san antonio, tx,",2104180038,,2104180038,
7355,Aria Productions,Aria Productions,"<p><span class=""large"">We tell your love story in Fine Art Photography and Cinematography to preserve it for a lifetime.</span></p>
<p><span class=""large"">Weddings, Family, San Antonio Lifestyle.&nbsp;&nbsp;<br /></span></p>
<p>My name is Sonia Freeman and I'm a published photographer, seasoned cinematographer, business owner, wife and mother of two rambunctious boys.&nbsp; I've been right where you are now: planning a wedding, dreaming of a perfect wedding day, scanning photographer websites, pinning dreamy wedding day images, and working with a budget.&nbsp; High quality photography was high on my list of priorities, but I worried I couldn't afford a long wedding day package, get all the images I wanted, and get the digital files!&nbsp;&nbsp;</p>
<p>&nbsp;</p>
Visit my website to learn how I created wedding collections that deliver all of this and more.&nbsp; <a title=""Aria Productions"" href=""http://ariaphotovideo.com"" target=""_blank"">http://ariaphotovideo.com</a>",sonia@ariaphotovideo.com,A Bride-to-Be From SanAntonioWeddings.com,sonia@ariaphotovideo.com,https://www.facebook.com/AriaPhotoVideoSA,1.94721E+14,https://www.instagram.com/soniaariaproductions/,http://www.pinterest.com/ariaproductions/,"Aria Productions San Antonio Provides Modern Portraiture, Photojournalism and Cinematic Video Productions for Weddings","Aria Productions Sonia Freeman in San Antonio brings unique professionalism, an artistic eye, and tells the story of your family history for generations to come.","aria productions, photography, aria productions, wedding photographer, aria productions, wedding photography, aria productions, photography, engagement photos, weddings, aria productions, photography, bridal portraits, sa",2103789517,,2103789517,
7356,Arthur Murray Dance Centers,Arthur Murray Dance Centers,"<p>We want to provide our students with an enjoyable experience and help them to become dancers they want to be through their personalized dance program. With one-on-one instruction, group classes and dance parties that all work together to help you achieve your dancing goals. You will Walk In and Dance Out of the studio! Start your dance experience today!!</p>
<p><strong>Mission statement:</strong></p>
<p>The mission of Arthur Murray, San Antonio is to provide the ballroom dance with the best customer service in the industry with highly qualified and educated instructors. Our ultimate objective of our instructors is to help each student achieve their desired goals, whether they are social or competitive, and surpass them.</p>",sanantoniodance@gmail.com,Brides-To-Be-San-Antonio-Weddings-Magazine,sanantoniodance@gmail.com,,3.19256E+14,,,Arthur Murray Dance Center - San Antonio TX,Arthur Murray Dance Center - San Antonio TX Specializing in Ballroom and Western Dance as well as perfecting your first dance,"arthur murray dance center. dance classes, first dance lessons, san antonio, ballroom, salsa, swing western",2103662922,,(210) 366-2922,NULL
7357,At Last Entertainment,At Last Entertainment,"<h2>I have a decade of experience doing events &ndash; weddings are my specialty. &nbsp;I am very detail oriented in the planning and execution of an event. &nbsp;I bring the fun and the energy to your guests and bring the calm and confidence to my bride and groom.</h2>
<p>Here is a little about me and my thoughts about weddings. &nbsp;When we meet, I want to focus on getting to know you &ndash; how you met and hearing about your plans, thoughts, ideas and dreams of what your perfect wedding day looks like.</p>
<p>Hiring wedding vendors can be a daunting task! &nbsp;The DJ tends to be a very personality-based decision; you can&rsquo;t walk the grounds, admire a portfolio or do a tasting.&nbsp; I have found it best to set up a face-to-face meeting and see if my personality is a good match to your expectations.&nbsp; After all, the DJ will not only be providing the background for your entire event, he/she will also be the voice of your wedding.&nbsp; A <em>good</em> DJ will also be your &ldquo;go-to&rdquo; person for any and everything during your event.&nbsp; Having someone with a personality suited to yours can prove to be an invaluable asset. &nbsp;And oh&hellip;how a bad DJ can be your worst nightmare. &nbsp;I hear horror stories all the time and it breaks my heart how one person can do so much damage to an event.</p>
<p>I have been DJ&rsquo;ing since &lsquo;07 and have hundreds and hundreds of weddings under my belt. &nbsp;Experience&hellip; there is nothing better to prepare you for the things a wedding ceremony and reception can throw at you.&nbsp; My goal for my bride and groom is to have no idea of anything other than perfection&hellip;even if that may not have been entirely the case behind the scenes.&nbsp; I want you to spend your event in a bubble of bliss and if there is some drama, there is rarely a need for it to have any effect on the 2 people who have been planning this day for months or years. &nbsp;Almost everything that goes off course, can be corrected without popping your bubble.</p>
<p>All I want my bride to have to worry about on the day of her wedding is to look pretty. &nbsp;The rest of the event &ndash; leave up to me and the other professionals you have hired to deliver the day you have dreamt of all your life.&nbsp; Because once the day finally arrives, you don&rsquo;t want to worry about linens, chiffon chairs, cake flavors or center pieces.&nbsp; All you should have to worry about is soaking up the moment: enjoying your last hours being single, your mother and grandmother there telling you about <em>their</em> wedding day (again), finally putting on the dress you chose after the hundreds you looked at and the dozens you tried on, blasting your favorite music with your girls as you all get ready together, did your fiance and the groomsmen make it back from the golf course (ok&hellip;maybe not that last one).</p>
<p>I truly enjoy what I do!&nbsp; I love meeting engaged couples and hearing about your ideas and plans and discussing how we can make them a reality and perhaps even enhance them to places you had not thought of before.&nbsp; I love the process of choosing the music that will be the backdrop to the event: the ceremony, the first dance, the parents&rsquo; dance, the bouquet and garter&hellip;or whatever events you choose to incorporate into your night.&nbsp; I have worked with couples who know every song from the minute the first guest arrives to those who have not even thought of that part yet.&nbsp; I am happy to take notes and listen or to share ideas and help brainstorm songs that might fit the mood you are going for at each phase.</p>
<p>I have been to more weddings in a month than most people attend in their lifetime.&nbsp; There is no right or wrong way to do things.&nbsp; There are logistical parts of weddings that perhaps you have not thought of &ndash; but ultimately anything I ever suggest can be met with, &ldquo;that&rsquo;s interesting&hellip;we don&rsquo;t want to do that&rdquo; and it will not bother me at all.&nbsp; I will talk through each scenario to find a solution that works for you and doesn&rsquo;t point you toward a potential pitfall.</p>
<p>Lastly, wedding DJ and club DJ are 2 very different skill sets.&nbsp; I think either would be challenged doing the other job.&nbsp; Club DJs typically stay within the current music, and do a lot of beat mixing for mostly the same age crowd with the same music tastes &ndash; whatever that club&rsquo;s genre might be.&nbsp; Although I do some beat-mixing, a wedding DJ has to consider the 3 to 4 generations attending your wedding.&nbsp; Grandma doesn&rsquo;t want to hear the same music your 14 year old niece wants to hear, and your guests who ride horses for fun don&rsquo;t generally listen to the same music as your guests who ride Harleys for fun.&nbsp; The ability to read the room is key once everyone hits the dance floor. &nbsp;I know budget restraints might cause you to think an uncle with an iPod is a good option, but the MC job is the most challenging aspect for a wanna-be DJ. &nbsp;Love Shack will sound the same if I play it or your uncle plays it&hellip;but addressing the hundreds of strangers in the room on a microphone is outside of most people&rsquo;s comfort zone. &nbsp;One needs to log a few hours to really become comfortable at it. &nbsp;Just for the record, I&rsquo;m not crazy about Love Shack &ndash; the music you don&rsquo;t want to hear is equally as important as the &ldquo;you&rsquo;ve got to play or you&rsquo;re fired&rdquo; songs on your list.</p>
<p>In my opinion, the easiest part of the night is once we open up the dance floor, but that is what most people think of first when they think of the DJ.&nbsp; Where you get the most out of your wedding DJ is keeping your event on pace, keeping everyone informed of what is going on, and (most important) keeping key players aware of what is coming next. &nbsp;No surprises&hellip;unless planned. &nbsp;This in turn keeps everyone calm, knowing your DJ has the event well in hand; and my bride and groom can be in the moment and soak up every minute of the event.&nbsp; In the blink of an eye &ndash; you will be back in your honeymoon suite looking at your rings and giggling about calling each other husband and wife.</p>",dominic@atlastent.com,Bride to Be San Antonio Weddings,dominic@atlastent.com,https://www.facebook.com/atlastent/,6.211E+14,@atlastentertainment,,At Last Entertainment - San Antonio Weddings DJ,At Last Entertainment - San Antonio Weddings DJ,At Last Entertainment - San Antonio Weddings DJ,2109069331,,210-906-9331,
